ic_id,ic_second_id,ngc_id,messier_id,object_name,object_type_abrev,object_type,ra_hour,ra_minute,dec_sign,dec_deg,dec_minute,constellation,major_axis,minor_axis,position_angle,b_mag,v_mag,j_mag,h_mag,k_mag,surface_brightness,ned_notes
IC1184,,,,,Other,,16,5.716666667,+,17,47.4,Hercules,,,,,,,,,,This is a triple star.
,,NGC1859,,,OCl,Open Cluster,5,11.53333333,+,65,14.98333333,Dorado,1.5,1.5,,12.7,12.26,,,,,In the Large Magellanic Cloud.
IC937,,,,,G,Galaxy,13,44.48333333,+,55,37.81166667,Ursa Major,0.52,0.47,114,17.5,,,,,24.75,Identification as IC 0937 is not certain.
IC1186,,,,,G,Galaxy,16,5.733333333,+,17,21.73,Hercules,0.78,0.48,5,15.4,,12.28,11.6,11.33,23.49,
,,NGC1860,,,OCl,Open Cluster,5,10.66666667,+,68,45.13333333,Dorado,1.1,1.1,,11.18,11.04,,,,,In the Large Magellanic Cloud.
IC939,,,,,G,Galaxy,13,47.71666667,+,3,24.68833333,Virgo,1.02,0.93,121,14.7,,11.12,10.36,10.05,23.4,
IC1191,,,,,GPair,Galaxy Pair,16,6.483333333,+,18,16.07333333,Hercules,0.7,,,,,,,,,
,,NGC1861,,,OCl,Open Cluster,5,10.36666667,+,70,46.63333333,Mensa,1.5,1.5,,13.63,13.16,,,,,In the Large Magellanic Cloud.
IC944,,,,,G,Galaxy,13,51.51666667,+,14,5.533333333,Boötes,1.53,0.74,107,14.7,,10.75,,9.67,23.68,
IC1193,,,,,G,Galaxy,16,6.533333333,+,17,42.83166667,Hercules,0.78,0.65,2,15.5,,12.05,11.23,10.98,23.69,
,,NGC1870,,,GCl,Globular Cluster,5,13.16666667,+,69,7.016666667,Dorado,1.1,1,10,11.45,11.26,,,,,In the Large Magellanic Cloud.
IC947,,,,,G,Galaxy,13,52.6,+,0,49.10166667,Virgo,1.67,1.09,65,14.2,,9.25,8.79,8.67,23.84,The APM image includes a bright superposed star.
IC1195,,,,,G,Galaxy,16,6.683333333,+,17,11.50833333,Hercules,0.61,0.43,13,15.4,,12.45,11.83,11.57,23.02,
,,NGC1873,,,Cl+N,Star cluster + Nebula,5,13.93333333,+,67,20.06666667,Dorado,2.8,2.2,120,,10.44,,,,,HII region involved.
IC948,,,,,G,Galaxy,13,52.45,+,14,5.476666667,Boötes,1.18,0.66,151,14.4,,10.85,10.14,9.88,23.47,
IC1197,,,,,G,Galaxy,16,8.283333333,+,7,32.31,Serpens Caput,2.56,0.54,57,14.7,,12.1,11.41,11.1,23.84,
,,NGC1877,,,Neb,Nebula,5,13.65,+,69,23.03333333,Dorado,1.1,0.6,130,12,,,,,,In the Large Magellanic Cloud.
IC949,,,,,G,Galaxy,13,52.28333333,+,22,31.295,Boötes,1.27,0.44,137,15.4,,11.98,11.21,10.88,23.49,
IC1204,,,,,G,Galaxy,16,7.25,+,69,55.88833333,Ursa Minor,0.65,0.3,65,15.5,,12.08,11.36,11.03,,
,,NGC1879,,,G,Galaxy,5,19.8,+,32,8.566666667,Columba,2.42,1.67,60,13.14,,,,,23.51,
IC950,,,,,GPair,Galaxy Pair,13,52.43333333,+,14,29.38333333,Boötes,0.8,,,,,,,,,
IC1208,,,,,G,Galaxy,16,15.8,+,36,31.64,Corona Borealis,1.25,0.32,95,15.3,,11.98,11.17,11.07,24.16,
,,NGC1880,,,HII,HII Ionized region,5,13.41666667,+,69,22.76666667,Dorado,1.2,1,140,12.47,12.81,,,,,In the Large Magellanic Cloud.
IC950 NED01,,,,,G,Galaxy,13,52.43333333,+,14,29.32333333,Boötes,1.23,0.38,124,16.28,,,,,25,
IC1209,,,,,G,Galaxy,16,18.66666667,+,15,33.50166667,Hercules,1.36,0.88,3,15.1,,11.23,10.49,10.26,24.16,
,,NGC1881,,,OCl,Open Cluster,5,13.61666667,+,69,17.95,Dorado,1.2,0.85,160,,,,,,,In the Large Magellanic Cloud.
IC954,,,,,G,Galaxy,13,49.95,+,71,9.873333333,Ursa Minor,0.96,0.53,80,14.5,,11.62,11.02,10.73,22.74,The 2MASS position refers to the eastern of two bright knots.
IC1213,,,,,Dup,Galaxy,16,22.16666667,+,1,30.9,Ophiuchus,,,,,,,,,,
,,NGC1882,,,OCl,Open Cluster,5,15.55,+,66,7.766666667,Dorado,1.6,1.4,20,12.43,12.33,,,,,In the Large Magellanic Cloud.
IC955,,,,,Other,,13,55.71666667,+,30,15.66666667,Centaurus,,,,,,,,,,Nothing here; nominal position.
IC1217,,,,,Other,,16,16.06666667,+,69,40.59,Draco,,,,,,,,,,Nothing here; nominal position.
,,NGC1884,,,Other,,5,15.96666667,+,66,9.8,Dorado,,,,,,,,,,Nothing at this position.
IC956,,,,,GPair,Galaxy Pair,13,54.68333333,+,20,43.28833333,Boötes,0.8,,,,,,,,,
IC1220,,,,,G,Galaxy,16,29.63333333,+,8,27.04333333,Hercules,1.24,1.17,142,15,,10.96,10.29,10.02,24.07,
,,NGC1886,,,G,Galaxy,5,21.8,+,23,48.61666667,Lepus,3.22,0.35,61,13.62,,10.4,9.5,9.23,23.52,
IC957,,,,,Other,,13,56.13333333,+,30,14.26666667,Centaurus,,,,,,,,,,Nominal position; nothing obvious here.
IC1221,,,,,G,Galaxy,16,34.7,+,46,23.52333333,Hercules,1,0.92,35,14.4,,11.94,11.29,10.99,23.32,
,,NGC1887,,,OCl,Open Cluster,5,16.1,+,66,19.11666667,Dorado,1.5,1.5,,12.91,12.72,,,,,In the Large Magellanic Cloud.
IC958,,,,,Dup,Galaxy,13,55.65,+,4,59.10333333,Virgo,,,,,,,,,,
IC1222,,,,,G,Galaxy,16,35.15,+,46,12.835,Hercules,1.51,1.12,49,14.16,13.45,11.63,10.99,10.71,23.48,
,,NGC1890,,,OCl,Open Cluster,5,13.76666667,+,72,4.683333333,Mensa,1.1,1,70,13.08,12.81,,,,,In the Large Magellanic Cloud.
IC960,,,,,GPair,Galaxy Pair,13,56,+,17,30.35,Boötes,1.8,,,,,,,,,
IC1225,,,,,G,Galaxy,16,36.88333333,+,67,37.765,Draco,1.37,0.45,71,15.5,,12.16,11.43,11.19,23.91,
,,NGC1894,,,OCl,Open Cluster,5,15.85,+,69,28.11666667,Dorado,1.4,1.2,60,12.4,12.16,,,,,In the Large Magellanic Cloud.
IC960A,,,,,G,Galaxy,13,55.98333333,+,17,29.95333333,Boötes,0.64,0.34,110,14.8,,13.72,12.9,12.69,23.17,Component 'a)' in UGC notes.
IC1232,IC1226,,,,Dup,Galaxy,16,41.11666667,+,46,0.2433333333,Hercules,,,,,,,,,,
,,NGC1904,M79,,GCl,Globular Cluster,5,24.18333333,+,24,31.45,Lepus,7.2,,,9.21,8.16,,,,,
IC961,,,,,G,Galaxy,13,55.78333333,+,25,50.42166667,Boötes,0.81,0.74,10,15.5,,12.47,11.74,11.56,23.63,
IC1235,,,,,G,Galaxy,16,52.06666667,+,63,6.948333333,Draco,0.76,0.53,13,15.04,,,,,23.03,
,,NGC1910,,,HII,HII Ionized region,5,18.71666667,+,69,13.91666667,Dorado,3.6,2.8,120,,9.65,,,,,In the Large Magellanic Cloud.
IC965,,,,,G,Galaxy,13,57.8,+,17,30.63166667,Boötes,0.8,0.61,64,15.2,,12.06,11.48,11.14,23.45,
IC1240,,,,,Other,,17,0.9833333333,+,61,3.026666667,Draco,,,,,,,,,,Nothing here; nominal position.
,,NGC1911,,,OCl,Open Cluster,5,19.45,+,66,41.05,Dorado,0.6,0.6,,,,,,,,
IC966,,,,,G,Galaxy,13,58.23333333,+,5,24.49666667,Virgo,0.92,0.77,155,15,,11.75,11.19,10.87,23.22,
IC1246,,,,,*,Star,17,14.2,+,20,14.23833333,Hercules,,,,,,,,,,
,,NGC1913,,,OCl,Open Cluster,5,18.31666667,+,69,32.18333333,Dorado,1.3,1.1,150,11.37,11.14,,,,,In the Large Magellanic Cloud.
IC967,,,,,G,Galaxy,13,58.38333333,+,14,27.435,Boötes,0.97,0.42,26,14.7,,11.78,11.08,10.82,23.05,
IC1250,,,,,G,Galaxy,17,14.48333333,+,57,25.00666667,Draco,0.59,0.3,70,15.95,,12.79,12.07,11.77,23.74,
,,NGC1925,,,*Ass,Association of stars,5,21.73333333,+,65,47.61666667,Dorado,6,6,,,,,,,,In the Large Magellanic Cloud.
IC968,,,,,GPair,Galaxy Pair,14,0.6166666667,+,2,54.45,Virgo,1.1,,,,,,,,,
IC1252,IC4649,,,,G,Galaxy,17,15.83333333,+,57,22.00833333,Draco,1.06,0.32,141,15.7,,12.07,11.46,11.12,23.78,
,,NGC1927,,,Other,,5,28.71666667,+,8,22.63333333,Orion,,,,,,,,,,No optical candidate at this position.
IC968 NED02,,,,,G,Galaxy,14,0.6333333333,+,2,54.38333333,Virgo,0.68,0.34,7,16.21,,12.53,11.9,11.75,23.77,
IC1253,,,,,Dup,Galaxy,17,19.91666667,+,16,39.64166667,Hercules,,,,,,,,,,
,,NGC1932,,,*,Star,5,22.28333333,+,66,9.266666667,Dorado,,,,,13.8,14.48,14.51,14.6,,Superposed on the Large Magellanic Cloud.
IC969,,,,,G,Galaxy,14,1.766666667,+,4,10.81666667,Virgo,0.6,0.39,176,16.05,,12.61,11.97,11.85,23.6,
IC1259 NED01,,,,,G,Galaxy,17,27.41666667,+,58,31.015,Draco,0.91,0.59,152,15.22,,10.77,10.1,9.84,23.73,
,,NGC1933,,,OCl,Open Cluster,5,22.45,+,66,9.133333333,Dorado,1.3,1.3,,8.1,13.8,14.48,14.51,14.6,,In the Large Magellanic Cloud.
IC970,,,,,G,Galaxy,14,2.566666667,+,14,33.15333333,Boötes,1.26,0.35,54,14.56,,11.61,10.93,10.63,23.47,
IC1261 NED02,,,,,G,Galaxy,17,23.35,+,71,15.86166667,Draco,0.69,0.61,0,,,,,,,
,,NGC1934,,,Cl+N,Star cluster + Nebula,5,21.8,+,67,56.23333333,Dorado,1.9,1.3,150,,10.5,,,,,In the Large Magellanic Cloud.
IC974,,,,,*,Star,14,6.566666667,+,5,29.55,Virgo,,,,17.33,16.72,15.32,14.92,14.87,,Identification as IC 0974 is not certain.
IC1264,,,,,G,Galaxy,17,33.28333333,+,43,37.75333333,Hercules,1.37,1.22,60,15.6,,11.79,11.26,11.07,24.96,
,IC2126,NGC1935,,,HII,HII Ionized region,5,21.98333333,+,67,57.45,Dorado,1.2,1.2,,,,,,,,Part of a large star-formation complex in the LMC.
IC975,,,,,G,Galaxy,14,7.15,+,15,19.085,Boötes,0.75,0.57,174,15.6,,12.03,11.57,10.93,23.7,
IC1266,,,,,PN,Planetary Nebula,17,45.58333333,+,46,5.4,Ara,0.16,,,11.59,11.2,10.41,10.11,9.19,,
,,NGC1941,,,Cl+N,Star cluster + Nebula,5,23.13333333,+,66,22.71666667,Dorado,0.9,0.8,100,12.07,12,,,,,Stars involved.  In the Large Magellanic Cloud.
IC978,,,,,G,Galaxy,14,8.966666667,+,2,58.43333333,Virgo,0.97,0.51,25,15,,13.54,12.57,12.66,23.29,
IC1269,,,,,G,Galaxy,17,52.1,+,21,34.17833333,Hercules,1.32,0.85,135,14.03,13.22,11.62,10.95,10.64,22.43,
,,NGC1943,,,GCl,Globular Cluster,5,22.48333333,+,70,9.3,Mensa,1.1,1,140,12.15,11.88,,,,,In the Large Magellanic Cloud.
IC980,,,,,G,Galaxy,14,10.36666667,+,7,20.55,Virgo,0.83,0.73,64,14.98,,11.54,10.97,10.62,23.66,
IC1271,,,,,Neb,Nebula,18,5.216666667,+,24,24.63333333,Sagittarius,,,,,,,,,,
,,NGC1945,,,EmN,Emission Nebula,5,24.91666667,+,66,27.45,Dorado,10,6,60,,,,,,,In the Large Magellanic Cloud.
IC982,,,,,G,Galaxy,14,9.983333333,+,17,41.76666667,Boötes,0.95,0.9,35,14.6,,11.33,10.76,10.39,23.23,
IC1274,,,,,HII,HII Ionized region,18,9.85,+,23,38.9,Sagittarius,20,5,,,,,,,,
,,NGC1946,,,OCl,Open Cluster,5,25.26666667,+,66,23.66666667,Dorado,1,0.9,130,12.66,12.62,,,,,In the Large Magellanic Cloud.
IC985,,,,,G,Galaxy,14,11.55,+,3,13.18333333,Virgo,0.75,0.42,58,14.8,,12.5,11.84,11.82,22.66,
IC1277,,,,,G,Galaxy,18,10.45,+,31,0.19,Hercules,0.98,0.67,21,15,,12.69,12.31,11.76,23.44,
,,NGC1947,,,G,Galaxy,5,26.8,+,63,45.6,Dorado,3.48,3.18,89,11.76,10.8,8.43,7.75,7.5,23.11,
IC986,,,,,G,Galaxy,14,11.43333333,+,1,17.19166667,Virgo,0.81,0.76,52,14.8,,11.45,10.77,10.5,23,
IC1279,,,,,G,Galaxy,18,11.25,+,36,0.4666666667,Hercules,2.34,0.59,159,14.5,,11.21,10.54,10.27,23.95,
,,NGC1949,,,Neb,Nebula,5,25.08333333,+,68,28.35,Dorado,0.95,0.9,100,,12.39,,,,,Within boundaries of LMC
IC990,,,,,G,Galaxy,14,15.81666667,+,39,47.875,Boötes,0.54,0.43,54,15.4,,12.12,11.38,11.35,22.92,
IC1281 NED01,,,,,G,Galaxy,18,11.63333333,+,35,59.245,Hercules,0.54,0.31,26,16.39,,13.41,12.73,12.38,23.94,
,,NGC1951,,,OCl,Open Cluster,5,26.11666667,+,66,35.83333333,Dorado,1.7,1.5,20,10.67,10.58,,,,,In the Large Magellanic Cloud.
IC994,,,,,G,Galaxy,14,18.38333333,+,11,11.71,Boötes,1.46,0.6,13,14.8,,11.3,10.67,10.44,23.75,
IC1282,,,,,Other,,18,14.08333333,+,21,6.131666667,Hercules,,,,,,,,,,Four Galactic stars.
,,NGC1953,,,GCl,Globular Cluster,5,25.46666667,+,68,50.3,Dorado,1.2,1.2,,11.97,11.74,,,,,In the Large Magellanic Cloud.
IC995,,,,,G,Galaxy,14,16.51666667,+,57,48.60666667,Ursa Major,1.67,0.43,147,14.5,,12.42,11.58,11.57,23.29,
IC1283,,,,,HII,HII Ionized region,18,17.28333333,+,19,45.73333333,Sagittarius,15,15,,,,,,,,
,,NGC1956,,,G,Galaxy,5,19.58333333,+,77,43.71666667,Mensa,1.75,0.95,64,14.05,,9.77,8.98,8.7,23.68,
IC996,,,,,G,Galaxy,14,17.36666667,+,57,37.79166667,Ursa Major,1.35,0.21,153,14.6,,12.24,11.6,11.21,22.76,
IC1285,,,,,Other,,18,16.16666667,+,25,6.02,Hercules,,,,,,,,,,Five Galactic stars.
,,NGC1960,M36,,OCl,Open Cluster,5,36.3,+,34,8.445,Auriga,7.2,,,6.09,6,,,,,
IC997 NED02,,,,,G,Galaxy,14,20,+,4,27.13333333,Virgo,1,0.5,163,15.71,,,,,24.45,
IC1289,,,,,G,Galaxy,18,30.03333333,+,39,57.84166667,Lyra,0.66,0.33,145,15.3,,12.7,12.03,11.74,23.37,
,,NGC1962,,,OCl,Open Cluster,5,26.3,+,68,50.26666667,Dorado,1.4,1.4,,,11.47,,,,,Within boundaries of LMC
IC998,,,,,G,Galaxy,14,20.31666667,+,4,24.98333333,Virgo,0.93,0.26,55,15.67,,12.21,11.54,11.34,24.26,Identification as IC 0998 is not at all certain.
IC1298,,,,,Other,,19,18.6,+,1,35.76666667,Aquila,,,,,,,,,,Group of 8-9 Galactic stars.
,,NGC1966,,,OCl,Open Cluster,5,26.76666667,+,68,49.2,Dorado,1.1,1,30,,11.83,,,,,In the Large Magellanic Cloud.
IC1003,,,,,G,Galaxy,14,21.5,+,5,4.391666667,Virgo,1.04,0.33,36,15.3,,12.76,11.99,11.62,23.41,
IC1300,,,,,Dup,Galaxy,19,24.05,+,53,37.48666667,Cygnus,,,,,,,,,,
,,NGC1971,,,OCl,Open Cluster,5,26.75,+,69,51.1,Dorado,1.1,0.95,0,12.01,11.9,,,,,In the Large Magellanic Cloud.
IC1004,,,,,G,Galaxy,14,21.03333333,+,17,42.035,Boötes,0.95,0.58,180,15.4,,12.25,12.16,11.55,24.52,HOLM 634B is a star.
IC1310,,,,,Cl+N,Star cluster + Nebula,20,10.01666667,+,34,58.13333333,Cygnus,15,3,,,,,,,,
,,NGC1973,,,Neb,Nebula,5,35.08333333,+,4,43.9,Orion,5,5,,7,,,,,,
IC1006,,,,,G,Galaxy,14,22.98333333,+,23,47.66,Boötes,0.89,0.61,99,15.3,,12.41,11.82,11.5,23.24,
IC1311,,,,,OCl,Open Cluster,20,10.8,+,41,10.43666667,Cygnus,6.3,,,,13.1,,,,,
,,NGC1975,,,Neb,Nebula,5,35.3,+,4,41.11666667,Orion,10,5,,7,,,,,,
IC1007,,,,,G,Galaxy,14,24.61666667,+,4,33.55,Virgo,0.75,0.55,86,15,,12.35,11.67,11.53,23.05,
IC1314,,,,,*Ass,Association of stars,20,17.83333333,+,25,5.386666667,Vulpecula,,,,,,,,,,
,,NGC1976,M42,"Great Orion Nebula,Orion Nebula",Cl+N,Star cluster + Nebula,5,35.26666667,+,5,23.38333333,Orion,90,60,,4,4,,,,,
IC1008,IC4414,,,,GPair,Galaxy Pair,14,23.71666667,+,28,20.87166667,Boötes,0.8,,,,,,,,,
IC1315,,,,,Other,,20,17.36666667,+,30,41.345,Cygnus,,,,,,,,,,Group of 5-6 Galactic stars.
,,NGC1981,,Upper Sword,Cl+N,Star cluster + Nebula,5,35.16666667,+,4,25.5,Orion,9,,,,4.2,,,,,
IC1009,,,,,G,Galaxy,14,26.3,+,12,21.175,Boötes,0.87,0.48,69,15.3,,12.22,11.58,11.29,23.46,
IC1316,,,,,Other,,20,22.43333333,+,6,30.10166667,Aquila,,,,,,,,,,Nothing here; nominal position.
,,NGC1983,,,OCl,Open Cluster,5,27.73333333,+,68,59.16666667,Dorado,4,3,150,,,,,,,In the Large Magellanic Cloud.
IC1013,,,,,G,Galaxy,14,27.98333333,+,25,51.98,Boötes,0.95,0.44,136,16.62,,,,,24.61,
IC1317,,,,,G,Galaxy,20,23.26666667,+,0,39.88333333,Aquila,0.76,0.57,98,14.5,,11.32,10.6,10.31,22.8,
,,NGC1985,,,RfN,Reflection Nebula,5,37.8,+,31,59.33,Auriga,0.68,0.68,,12.7,,,,,,
IC1014,,,,,G,Galaxy,14,28.3,+,13,46.81333333,Boötes,2,1.11,82,14.1,,12.07,11.49,11.26,23.58,
IC1318,,,,gam Cyg,*,Star,20,22.23333333,+,40,15.40166667,Cygnus,,,,2.9,2.23,1.11,0.83,0.72,,
,,NGC1986,,,GCl,Globular Cluster,5,27.63333333,+,69,58.41666667,Mensa,2.8,2.4,140,11.31,11.07,,,,,In the Large Magellanic Cloud.
IC1015 NED03,,,,,G,Galaxy,14,28.31666667,+,15,25.27,Boötes,0.74,0.4,66,16.1,,,,,23.68,
IC1338,,,,,G,Galaxy,20,56.96666667,+,16,29.55,Capricornus,0.76,0.5,6,15.5,,12.34,11.63,11.37,23.41,
,,NGC1999,,,RfN,Reflection Nebula,5,36.41666667,+,6,42.95,Orion,2,2,,9.5,,,,,,
IC1015 NED04,,,,,G,Galaxy,14,28.33333333,+,15,25.31666667,Boötes,0.72,0.3,82,16.54,,12.69,11.91,11.68,23.84,
IC1339,,,,,G,Galaxy,20,57.93333333,+,17,56.56666667,Capricornus,1.51,0.94,49,14.17,,10.86,10.04,9.79,23.45,
,,NGC2002,,,GCl,Globular Cluster,5,30.35,+,66,53.1,Dorado,1.9,1.7,20,11.28,10.84,,,,,This is a globular cluster in the Large Magellanic Cloud.
IC1020,,,,,G,Galaxy,14,28.81666667,+,26,1.936666667,Boötes,1.06,0.23,175,15.2,,11.62,10.92,10.72,23.64,
IC1351,,,,,G,Galaxy,21,1.866666667,+,13,12.11666667,Aquarius,0.74,0.23,25,15.65,,12.48,11.79,11.58,23.93,
,,NGC2010,,,OCl,Open Cluster,5,30.58333333,+,70,49.18333333,Mensa,1.9,1.7,170,11.96,11.72,,,,,In the Large Magellanic Cloud.
IC1021,,,,,G,Galaxy,14,29.28333333,+,20,39.27166667,Boötes,0.62,0.26,133,15.2,,11.55,10.89,10.63,22.39,
IC1353,,,,,G,Galaxy,21,1.933333333,+,13,16.36666667,Aquarius,0.45,0.35,134,16.38,,13.19,12.6,12.33,23.36,
,,NGC2019,,,GCl,Globular Cluster,5,31.95,+,70,9.583333333,Mensa,1.5,1.5,,10.9,10.86,,,,,In the Large Magellanic Cloud.
IC1023,,,,,OCl,Open Cluster,14,32.41666667,+,35,48.21666667,Centaurus,5.1,,,,,,,,,
IC1354,IC1350,,,,Dup,Galaxy,21,1.866666667,+,13,51.16666667,Aquarius,,,,,,,,,,
,,NGC2022,,,PN,Planetary Nebula,5,42.1,+,9,5.191666667,Orion,0.32,,,12.4,11.6,15.42,11.79,11.03,,
IC1025,,,,,G,Galaxy,14,31.46666667,+,7,3.835,Virgo,0.58,0.36,130,15.3,,13.03,12.58,12.18,22.73,
IC1357,,,,,G,Galaxy,21,5.95,+,10,42.98333333,Aquarius,1.28,0.48,38,15.07,,12.04,11.35,11.08,24.45,
,,NGC2023,,,RfN,Reflection Nebula,5,41.63333333,+,2,15.55,Orion,10,8,,,,,,,,
IC1027,,,,,G,Galaxy,14,29.81666667,+,53,57.90166667,Boötes,1.35,1.05,180,15.4,,11.7,11.03,10.73,24.68,
IC1358,,,,,G,Galaxy,21,6.483333333,+,16,12.26666667,Capricornus,0.5,0.23,38,15.65,,12.42,11.58,11.3,22.88,
,,NGC2026,,,OCl,Open Cluster,5,43.16666667,+,20,8.333333333,Taurus,4.2,,,,,,,,,
IC1033,,,,,G,Galaxy,14,34.7,+,47,56.26833333,Boötes,1.05,0.98,0,15.3,,11.74,11.14,10.84,23.99,
IC1360,,,,,G,Galaxy,21,10.83333333,+,5,4.281666667,Equuleus,0.8,0.4,20,15.6,,11.94,11.13,10.76,,
,,NGC2028,,,OCl,Open Cluster,5,33.81666667,+,69,57.11666667,Mensa,1.1,1,60,13.16,12.88,,,,,In the Large Magellanic Cloud.
IC1040,,,,,G,Galaxy,14,40.38333333,+,9,28.56833333,Boötes,0.5,0.45,153,15.3,,13.45,12.94,12.61,22.71,
IC1365,,,,,GGroup,,21,13.93333333,+,2,33.92333333,Equuleus,1,,,,,,,,,
,,NGC2033,,,*Ass,Association of stars,5,34.51666667,+,69,46.81666667,Dorado,5.9,4.6,10,11.53,11.63,,,,,In the Large Magellanic Cloud.  ESO identification of NGC 2033 is wrong.
IC1042,,,,,G,Galaxy,14,40.65,+,3,28.18333333,Virgo,1.13,1.1,98,14.9,,11.15,10.53,10.01,23.74,
IC1368,,,,,G,Galaxy,21,14.21666667,+,2,10.68,Aquarius,1.36,0.52,47,14.3,,11.22,10.54,10.16,23.25,
,,NGC2034,,,*Ass,Association of stars,5,35.55,+,66,54.21666667,Dorado,4.5,3.2,,,,,,,,In the Large Magellanic Cloud.
IC1043,,,,,G,Galaxy,14,40.71666667,+,3,22.44166667,Virgo,0.74,0.37,19,15.1,,12.37,11.64,11.39,23.49,
IC1369,,,,,OCl,Open Cluster,21,12.15,+,47,46.11,Cygnus,5.1,,,,,,,,,
,,NGC2043,,,OCl,Open Cluster,5,35.95,+,70,4.466666667,Mensa,0.65,0.55,120,,,,,,,In the Large Magellanic Cloud.
IC1045,,,,,Dup,Galaxy,14,40.15,+,42,46.77333333,Boötes,,,,,,,,,,
IC1374,,,,,G,Galaxy,21,21.05,+,1,42.77833333,Aquarius,0.63,0.44,113,15.7,,12.8,11.95,11.66,23.33,
,,NGC2045,,,*,Star,5,45.01666667,+,12,53.30166667,Taurus,,,,6.68,6.46,6.01,5.98,,,
IC1049,,,,,G,Galaxy,14,39.55,+,62,0.1766666667,Draco,0.92,0.8,66,14.8,,11.82,11.2,10.85,23.22,
IC1375,,,,,G,Galaxy,21,21,+,3,59.125,Equuleus,0.58,0.37,125,15.1,,11.78,10.96,10.67,,
,,NGC2049,,,G,Galaxy,5,43.25,+,30,4.7,Columba,2.14,0.97,167,13.67,,10.61,9.92,9.65,23.7,
IC1050,,,,,G,Galaxy,14,44.11666667,+,18,0.7583333333,Boötes,0.83,0.42,31,15.1,,12.34,11.65,11.37,23.05,
IC1377,,,,,G,Galaxy,21,25.45,+,4,18.85333333,Pegasus,0.73,0.56,118,14.8,,11.77,11.07,10.6,22.72,
,,NGC2050,,,*Ass,Association of stars,5,36.65,+,69,23.01666667,Dorado,3,2.4,70,9.47,9.25,,,,,In the Large Magellanic Cloud.
IC1051,,,,,G,Galaxy,14,44.2,+,19,1.213333333,Boötes,0.74,0.61,54,15.4,,12.05,11.24,10.95,23.55,
IC1385,,,,,G,Galaxy,21,28.85,+,1,4.2,Aquarius,0.59,0.53,141,19.06,18.25,12.6,11.85,11.58,22.99,
,,NGC2055,,,*Ass,Association of stars,5,36.75,+,69,29.91666667,Dorado,1.9,1.3,120,8.51,8.39,,,,,Within boundaries of LMC
IC1053,,,,,G,Galaxy,14,45.71666667,+,16,56.815,Boötes,0.55,0.34,27,15.1,,12.73,12.12,11.7,22.27,
IC1391,,,,,G,Galaxy,21,35,+,0,30.68333333,Aquarius,0.64,0.49,84,15.7,,13.07,12.43,12.34,23.74,
,,NGC2057,,,OCl,Open Cluster,5,36.91666667,+,70,16.13333333,Mensa,1.3,1.2,20,12.39,12.17,,,,,In the Large Magellanic Cloud.
IC1055,IC4491,,,,G,Galaxy,14,47.43333333,+,13,42.96666667,Libra,2.26,0.76,5,13.3,,10.39,9.68,9.43,22.95,"HOLM 677B,C are stars."
IC1394,,,,,G,Galaxy,21,40.21666667,+,14,37.98166667,Pegasus,1.23,1.15,37,15.3,,11.21,10.51,10.28,24.12,
,,NGC2061,,,OCl,Open Cluster,5,42.7,+,34,0.5666666667,Columba,,,,,,,,,,Group of stars.
IC1056,IC1057,,,,G,Galaxy,14,45.81666667,+,50,23.64333333,Boötes,1.51,0.94,22,14.4,,12.03,11.54,11.22,23.68,
IC1405,,,,,G,Galaxy,21,50.83333333,+,2,1.248333333,Aquarius,0.87,0.63,117,15,,11.81,11.01,10.8,23.37,
,,NGC2065,,,OCl,Open Cluster,5,37.63333333,+,70,14.18333333,Mensa,2.3,2.3,,11.5,11.24,,,,,In the Large Magellanic Cloud.
IC1059,,,,,G,Galaxy,14,50.71666667,+,0,52.55,Libra,0.88,0.77,120,15.6,,,,,23.62,
IC1409,,,,,G,Galaxy,21,53.33333333,+,7,30,Aquarius,0.69,0.43,28,15.62,,,,,23.3,
,,NGC2067,,,RfN,Reflection Nebula,5,46.53333333,+,0,7.875,Orion,8,3,,,,,,,,The NGC identification is not certain.
IC1067,,,,,G,Galaxy,14,53.08333333,+,3,19.90666667,Virgo,1.82,1.48,128,13.6,,10.93,10.26,9.85,23.5,
IC1411,,,,,G,Galaxy,21,56.01666667,+,1,31.01666667,Aquarius,0.87,0.56,36,14.5,,10.79,10.06,9.78,23.06,The APM image includes a neighboring star and three faint galaxies.
,,NGC2068,M78,,RfN,Reflection Nebula,5,46.76666667,+,0,4.758333333,Orion,4.5,,,8,8,,,,,
IC1069,,,,,G,Galaxy,14,50.78333333,+,54,24.67,Boötes,1.47,0.76,50,15.1,,11.6,11.08,10.66,24.42,
IC1412,,,,,G,Galaxy,21,58.3,+,17,10.56666667,Aquarius,1.27,0.71,102,14.4,,12.13,11.52,11.2,23.77,
,,NGC2071,,,Cl+N,Star cluster + Nebula,5,47.11666667,+,0,17.655,Orion,7,5,,8,,,,,,
IC1070,,,,,G,Galaxy,14,53.85,+,3,29.08,Virgo,0.78,0.31,121,15.4,,12.62,12.01,11.78,23.38,
IC1417,,,,,G,Galaxy,22,0.3666666667,+,13,8.85,Aquarius,1.65,0.54,110,14.36,,11.27,10.52,10.28,23.48,
,,NGC2072,,,OCl,Open Cluster,5,38.4,+,70,14.05,Mensa,1,0.9,110,13.73,13.21,,,,,In the Large Magellanic Cloud.
